Codigo Proveedor ;Nombre ;Detalle ;Detalle ;Familia;Clase ;Costo ;Precio Lista
Conectividad Wireless: Wi-Fi Ieee 802.11 B/G - Bluetooth 4.1
Sensor: Cmos De 1/2.3""
Flash: Ttl Automatico Con Preflashes De Evaluacion
Características: Compatible Con La Aplicacion Snapbridge - Posee Equilibrio De Blancos Con 7 Modos Disponibles - Reduccion De Vibracion - Editor De Imagenes Integrado - Puede Ser Colocada En Tripodes De 1/4""
Marca: Nikon
Resolución: 16Mp";"Interfaz: Micro Usb - Micro Hdmi - Lector De Tarjeta Sd
Sensibilidad Iso: Iso 125-1600 - Auto Iso 3.200 Y 6.400
Enfoque Automático: Af De Deteccion De Contraste - Prioridad A La Cara, Centrado, Manual Con 99 Zonas De Enfoque, Seguimiento Del Motivo, Af Deteccion De Motivo - Bloqueo Af
Incluye: Cargador - Cable Usb - Correa - Manual
Almacenamiento: Compatible Con Tarjeta De Memoria: Sd, Sdhc Y Sdxc
Peso Bruto (G): 875
Dimensiones De Embalaje (Cm): 17.5 X 15.4 X 12.8
Formatos De Audio: Compatible Con Aac
Formato De Vídeo: Compatible Con: Mp4, H.264/Mpeg-4 Avc
Velocidad Del Obturador: 1/1600 A 1 Segundo
Obturador: Mecanico Y Cmos Electronico
Lente: Nikkor Con Zoom Optico De 60X - 16 Elementos En 11 Grupos (4 Lentes Ed Y 1 Super Lente Ed)
Modelo: Coolpix B600
Color: Rojo
Pantalla: Lcd Tft De 3.0"" Con Recubrimiento Antirreflectante Y Ajuste De Brillo De 5 Niveles
Vídeo: Gravacion Em Full Hd 1080P
Batería: En-El12 De 1.050 Mah
Conectividad Wireless: Wi-Fi Ieee 802.11 B/G - Bluetooth 4.1
Sensor: Cmos De 1/2.3""
Flash: Ttl Automatico Con Preflashes De Evaluacion
Características: Compatible Con La Aplicacion Snapbridge - Posee Equilibrio De Blancos Con 7 Modos Disponibles - Reduccion De Vibracion - Editor De Imagenes Integrado - Puede Ser Colocada En Tripodes De 1/4""
Marca: Nikon
Resolución: 16Mp";23;23001;2465000;3450000

1008197;Camara Nikon D-3500 Negro;"Marca: Nikon
Modelo: D3500 Kit
Color: Negro
Interfaz: Micro Hdmi - Micro Usb
Pantalla: Lcd De 3.0"" Colorida Con Ángulo De Visualización De 170°
Batería: En-El14A 1.230 Mah/7.2V
Conectividad Wireless: Bluetooth 4.1
Sensor: Dx Cmos (23.5 Mm X 15.6 Mm)
Resolución: 24.2Mp
Lente: Af-P Dx Nikkor 18-55 Mm F/3.5-5.6G Vr
Apertura: F/3.5 A F/5.6
Flash: Modo Automático Con Reducción Del Efecto De Ojos Rojos - Sistema De Control: I-Tll - Compatible Con Flash Externo
Sensibilidad Iso: Foto: 100 - 25.600
Características: Sistema De Control De Imagen: Standard, Neutro, Vivo, Monocromático, Retrato, Paisaje, Uniforme; Es Posible Modificar La Configuración De Picture Control Seleccionada - Puntos De Enfoque Disponibles: 11 - Temporizador: 2, 5, 10 Y 20 Segundos; 1 A 9 Exposiciones
Obturador: Obturador De Plano Focal Electrónico
Velocidad Del Obturador: 1/4000 A 30 Segundos - Velocidad De Sincronización Del Flash: Hasta 1/200 Segundos - Velocidad De Disparo Continuo: 5 Fotogramas Por Segundo";"Marca: Nikon
Modelo: D3500 Kit
Color: Negro
Interfaz: Micro Hdmi - Micro Usb
Pantalla: Lcd De 3.0"" Colorida Con Ángulo De Visualización De 170°
Batería: En-El14A 1.230 Mah/7.2V
Conectividad Wireless: Bluetooth 4.1
Sensor: Dx Cmos (23.5 Mm X 15.6 Mm)
Resolución: 24.2Mp
Lente: Af-P Dx Nikkor 18-55 Mm F/3.5-5.6G Vr
Apertura: F/3.5 A F/5.6
Flash: Modo Automático Con Reducción Del Efecto De Ojos Rojos - Sistema De Control: I-Tll - Compatible Con Flash Externo
Sensibilidad Iso: Foto: 100 - 25.600
Características: Sistema De Control De Imagen: Standard, Neutro, Vivo, Monocromático, Retrato, Paisaje, Uniforme; Es Posible Modificar La Configuración De Picture Control Seleccionada - Puntos De Enfoque Disponibles: 11 - Temporizador: 2, 5, 10 Y 20 Segundos; 1 A 9 Exposiciones
Obturador: Obturador De Plano Focal Electrónico
Velocidad Del Obturador: 1/4000 A 30 Segundos - Velocidad De Sincronización Del Flash: Hasta 1/200 Segundos - Velocidad De Disparo Continuo: 5 Fotogramas Por Segundo";23;23001;3256000;4558000

758505;Camara Nikon D-5600 Negro;"Marca Nikon
Nombre Del Modelo D5600 + Af-P 18-55 Vr
Monturas Compatibles Nikon F
Color Negro
Tipo De Lente Estándar
Factor De Forma Slr
Velocidad De Disparo Continuo 5 Fps
Peso Del Producto 1 Kilogramos
Tipo De Zoom Digital
Resolución Efectiva De La Imagen Fija 24,2 Mp
Sensor Cmos De Formato Dx De 24,2 Mp
Pantalla Táctil Lcd Tft Abatible Con Una Diagonal De 3 Pulgadas
Grabación De Vídeo En Full Hd
Objetivo Afp Dx 18-55 Vr";"Marca Nikon
Nombre Del Modelo D5600 + Af-P 18-55 Vr
Monturas Compatibles Nikon F
Color Negro
Tipo De Lente Estándar
Factor De Forma Slr
Velocidad De Disparo Continuo 5 Fps
Peso Del Producto 1 Kilogramos
Tipo De Zoom Digital
Resolución Efectiva De La Imagen Fija 24,2 Mp
Sensor Cmos De Formato Dx De 24,2 Mp
Pantalla Táctil Lcd Tft Abatible Con Una Diagonal De 3 Pulgadas
Grabación De Vídeo En Full Hd
Objetivo Afp Dx 18-55 Vr";23;23001;4451000;6231000

501170;Camara Sony Dsc Hx-400V Negro;"La Cámara Sony Cybershot Dsc-Hx400V Tiene Funciones Optimizadas Similares A Las De La Cámara Slr Para Ofrecer Alta Resolución De Imagen Con Reproducción Fiel De Tonos.
La Pantalla Lcd Retráctil Xtra Fine Tft De 3.0 ”Puede Enmarcar La Gama Más Amplia De Escenas Y Permite Una Visualización Clara De Fotos Y Videos Capturados Por El Usuario;
 Tiene Un Visor Electrónico Tipo 0.2 Que Permite Una Vista Previa Clara En Tiempo Real Con Un 100% De Cobertura De Fotogramas;
Equipado Con Un Sensor Exmor R Cmos Tipo 1 / 2.3 De 20.4Mp Capaz De Capturar Más Luz Para Obtener Imágenes Con Más Detalles, Incluso En Situaciones De Poca Iluminación. Además, Junto Con El Motor De Procesamiento De Imágenes Bionz X, Puede Reproducir Colores Más Realistas;
Integra La Lente Zeiss Vario-Sonnar T Con Zoom Óptico De 50X Que Proporciona Nitidez, Alto Contraste Y Distorsión Mínima Para Capturar Imágenes Claras Sin Disminuir La Calidad E Intensidad Del Color;
Conectividad Wi-Fi, Que Permite La Comunicación Con Dispositivos Móviles Compatibles Para Controlar La Cámara De Forma Remota, Transfiriendo Imágenes Y Videos O Enviándolos A Diferentes Plataformas En Línea O Redes Sociales. Ya Con La Tecnología Nfc Es Posible Realizar Transferencias Al Acercarse A Dispositivos Habilitados Con La Misma Función;
";"La Cámara Sony Cybershot Dsc-Hx400V Tiene Funciones Optimizadas Similares A Las De La Cámara Slr Para Ofrecer Alta Resolución De Imagen Con Reproducción Fiel De Tonos.
La Pantalla Lcd Retráctil Xtra Fine Tft De 3.0 ”Puede Enmarcar La Gama Más Amplia De Escenas Y Permite Una Visualización Clara De Fotos Y Videos Capturados Por El Usuario;
 Tiene Un Visor Electrónico Tipo 0.2 Que Permite Una Vista Previa Clara En Tiempo Real Con Un 100% De Cobertura De Fotogramas;
Equipado Con Un Sensor Exmor R Cmos Tipo 1 / 2.3 De 20.4Mp Capaz De Capturar Más Luz Para Obtener Imágenes Con Más Detalles, Incluso En Situaciones De Poca Iluminación. Además, Junto Con El Motor De Procesamiento De Imágenes Bionz X, Puede Reproducir Colores Más Realistas;
Integra La Lente Zeiss Vario-Sonnar T Con Zoom Óptico De 50X Que Proporciona Nitidez, Alto Contraste Y Distorsión Mínima Para Capturar Imágenes Claras Sin Disminuir La Calidad E Intensidad Del Color;
Conectividad Wi-Fi, Que Permite La Comunicación Con Dispositivos Móviles Compatibles Para Controlar La Cámara De Forma Remota, Transfiriendo Imágenes Y Videos O Enviándolos A Diferentes Plataformas En Línea O Redes Sociales. Ya Con La Tecnología Nfc Es Posible Realizar Transferencias Al Acercarse A Dispositivos Habilitados Con La Misma Función;
";23;23001;3421000;4789000

917902;Camara Film Gopro Chdhz-103 ;Camara Filmadora Gopro Fusion Chdhz-103 18Mp 5.2K Captura De 360 , Sumergible Hasta 5 Metros;Camara Filmadora Gopro Fusion Chdhz-103 18Mp 5.2K Captura De 360 , Sumergible Hasta 5 Metros;23;23001;2720000;3808000

860901;Camara Filmadora Gopro Hero 6 ;"Modelo: Hero 6 Black Chdhx-601
Interfaz: Usb-C
Rendimiento: Puede Sumergirse Hasta 10 Metros De Profundidad
Apertura: Apertura Maxima De La Lente: F/5.6
Formatos De Audio: Aac - Raw
Procesador De Imagen: Chip Gp1 - Sensibilidad Iso 100-3200
Sensor: Cmos De 1/2.3""
Conectividad Wireless: Wi-Fi 802.11 A/B/G/N/Ac, De Dos Bandas (2.4 Y 5 Ghz) - Bluetooth
Batería: 1.220 Mah
Velocidad Del Obturador: Configurable: 30 Fotos Por Segundo, Modo Nocturno: 2 Hasta 30 Segundos Por Foto
Incluye: Cable Usb-C - Soporte - Carcasa Impermeable - Soporte Adhesivo - Tornillo De Ajuste Manual
Vídeo: Captura Maxima De Hasta 4K A 60Fps - Slow Motion 1080P A 240Fps
Color: Negro
Dimensiones De Embalaje (Cm): 10.2 X 6.8 X 22.1
Rendimiento: Puede Sumergirse Hasta 10 Metros De Profundidad
Pantalla: Touch Screen Lcd De 2.0"" + Pantalla Frontal Monocromatica
Funciones: Quikstories
Características: Estabilizacion Electronica - Cancelacion De Ruidos - Soporta Comandos De Voz
Marca: Gopro
Resolución: 12Mp
Peso Bruto (G): 445
Almacenamiento:Compatible Con Tarjeta De Memoria Micro Sd";"Modelo: Hero 6 Black Chdhx-601
Interfaz: Usb-C
Rendimiento: Puede Sumergirse Hasta 10 Metros De Profundidad
Apertura: Apertura Maxima De La Lente: F/5.6
Formatos De Audio: Aac - Raw
Procesador De Imagen: Chip Gp1 - Sensibilidad Iso 100-3200
Sensor: Cmos De 1/2.3""
Conectividad Wireless: Wi-Fi 802.11 A/B/G/N/Ac, De Dos Bandas (2.4 Y 5 Ghz) - Bluetooth
Batería: 1.220 Mah
Velocidad Del Obturador: Configurable: 30 Fotos Por Segundo, Modo Nocturno: 2 Hasta 30 Segundos Por Foto
Incluye: Cable Usb-C - Soporte - Carcasa Impermeable - Soporte Adhesivo - Tornillo De Ajuste Manual
Vídeo: Captura Maxima De Hasta 4K A 60Fps - Slow Motion 1080P A 240Fps
Color: Negro
Dimensiones De Embalaje (Cm): 10.2 X 6.8 X 22.1
Rendimiento: Puede Sumergirse Hasta 10 Metros De Profundidad
Pantalla: Touch Screen Lcd De 2.0"" + Pantalla Frontal Monocromatica
Funciones: Quikstories
Características: Estabilizacion Electronica - Cancelacion De Ruidos - Soporta Comandos De Voz
Marca: Gopro
Resolución: 12Mp
Peso Bruto (G): 445
Almacenamiento:Compatible Con Tarjeta De Memoria Micro Sd";23;23001;2085000;2919000

954747;Camara Filmadora Gopro Hero 7 ;"Marca: Gopro
Modelo: Hero 7 Black Chdhx-701-Rw
Color: Negro
Pantalla: Touch Screen Lcd De 2.0"" + Frontal Monocromática
Resolución: 12Mp
Procesador De Imagen: Chip Gp1
Vídeo: Calidad Máxima De Captura: 4K A 60 Fps - Slow Motion 1080P A 240 Fps
Formato De Compresión De Vídeo: H.264 Avc Y H.265 Hevc
Conectividad Wireless: Wi-Fi - Bluetooth
Rendimiento: Diseño Resistente Al Agua Hasta 10 Metros De Profundidad
Memoria: Soporta Tarjeta Micro Sd De Hasta 256Gb
Funciones: Control Por Comando De Voz - Timewarp Para Grabar Videos Con Lapso De Tiempo Y Protune Para Mayores Opciones De Configuración De La Cámara
Características: Estabilización De Video Avanzada Hypersmooth - Compatible Con Más De 30 Accesorios - Transmisión En Directo En 720P - Compatible Con Aplicación Gopro
Ubicación: Gps
Interfaz: Usb-C - Hdmi
Micrófono: 3 Integrados, Con Reducción Avanzada Del Ruido Del Viento
Batería: 1.220 Mah
Peso Bruto (G): 659
Dimensiones De Embalaje (Cm): 16 X 6.8 X 41.6";"Marca: Gopro
Modelo: Hero 7 Black Chdhx-701-Rw
Color: Negro
Pantalla: Touch Screen Lcd De 2.0"" + Frontal Monocromática
Resolución: 12Mp
Procesador De Imagen: Chip Gp1
Vídeo: Calidad Máxima De Captura: 4K A 60 Fps - Slow Motion 1080P A 240 Fps
Formato De Compresión De Vídeo: H.264 Avc Y H.265 Hevc
Conectividad Wireless: Wi-Fi - Bluetooth
Rendimiento: Diseño Resistente Al Agua Hasta 10 Metros De Profundidad
Memoria: Soporta Tarjeta Micro Sd De Hasta 256Gb
Funciones: Control Por Comando De Voz - Timewarp Para Grabar Videos Con Lapso De Tiempo Y Protune Para Mayores Opciones De Configuración De La Cámara
Características: Estabilización De Video Avanzada Hypersmooth - Compatible Con Más De 30 Accesorios - Transmisión En Directo En 720P - Compatible Con Aplicación Gopro
Ubicación: Gps
Interfaz: Usb-C - Hdmi
Micrófono: 3 Integrados, Con Reducción Avanzada Del Ruido Del Viento
Batería: 1.220 Mah
Peso Bruto (G): 659
Dimensiones De Embalaje (Cm): 16 X 6.8 X 41.6";23;23001;2596000;3635000

1061192;Camara Filmadora Gopro Hero 8 ;"Marca: Gopro
Modelo: Hero 8 Black Chdhx-801-Rw
Color: Negro
Pantalla: Touch Screen Lcd De 2.0"" + Frontal Lcd
Resolución: 12Mp
Procesador De Imagen: Chip Gp1
Vídeo: Calidad Máxima De Captura: 4K A 60 Fps - Slow Motion 1080P A 240 Fps
Formato De Compresión De Vídeo: H.264 Avc Y H.265 Hevc
Conectividad Wireless: Wi-Fi - Bluetooth
Rendimiento: Diseño Resistente Al Agua Hasta 10 Metros De Profundidad
Memoria: Soporta Tarjeta Micro Sd
Funciones: Timewarp 2.0 Para Grabar Videos Con Lapso De Tiempo Y Protune Para Mayores Opciones De Configuración De La Cámara - Soporta Control Por Comando De Voz - Con Liveburst Para Grabar 1.5 Segundos Antes Y Después De Capturar Las Imágenes
Características: Estabilización De Video Avanzada Hypersmooth 2.0 - Compatible Con Más De 30 Accesorios - Transmisión En Directo En 1080P - Compatible Con Aplicación Gopro
Ubicación: Gps
Interfaz: Usb-C
Alto Parlante: Integrado
Micrófono: 3 Integrados, Con Reducción Avanzada Del Ruido Del Viento
Batería: 1.220 Mah
Peso Bruto (G): 419
Dimensiones De Embalaje (Cm): 10.3 X 6.8 X 22.4";"Marca: Gopro
Modelo: Hero 8 Black Chdhx-801-Rw
Color: Negro
Pantalla: Touch Screen Lcd De 2.0"" + Frontal Lcd
Resolución: 12Mp
Procesador De Imagen: Chip Gp1
Vídeo: Calidad Máxima De Captura: 4K A 60 Fps - Slow Motion 1080P A 240 Fps
Formato De Compresión De Vídeo: H.264 Avc Y H.265 Hevc
Conectividad Wireless: Wi-Fi - Bluetooth
Rendimiento: Diseño Resistente Al Agua Hasta 10 Metros De Profundidad
Memoria: Soporta Tarjeta Micro Sd
Funciones: Timewarp 2.0 Para Grabar Videos Con Lapso De Tiempo Y Protune Para Mayores Opciones De Configuración De La Cámara - Soporta Control Por Comando De Voz - Con Liveburst Para Grabar 1.5 Segundos Antes Y Después De Capturar Las Imágenes
Características: Estabilización De Video Avanzada Hypersmooth 2.0 - Compatible Con Más De 30 Accesorios - Transmisión En Directo En 1080P - Compatible Con Aplicación Gopro
Ubicación: Gps
Interfaz: Usb-C
Alto Parlante: Integrado
Micrófono: 3 Integrados, Con Reducción Avanzada Del Ruido Del Viento
Batería: 1.220 Mah
Peso Bruto (G): 419
Dimensiones De Embalaje (Cm): 10.3 X 6.8 X 22.4";23;23001;2802000;3923000

1134261;Camara Filmadora Gopro Hero 9 ;"Marca: Gopro
Modelo: Hero 9 Negro Spbl1 Chdhx-901-Lw
Color: Negro
Pantalla: Pantalla Táctil Lcd De 2,27 ""+ Lcd Frontal De 1,4"" Con Vista Previa En Vivo
Resolucion: 20Mp
Procesador De Imagen: Chip Gp1
Vídeo Calidad De Captura Máxima: 5K A 30 Fps – Cámara Lenta 1080P A 240 Fps
Formato De Compresión De Video: H.264 Avc Y H.265 Hevc
Conectividad Inalámbrica: Wi-Fi – Bluetooth
Actuación: Diseño Resistente Al Agua Hasta 10 Metros De Profundidad.
Memoria: Soporte Para Tarjeta Micro Sd
Funciones: Timewarp 3.0 Para Capturar Videos Con Lapso De Tiempo Y Protune Para Las Principales Opciones De Configuración De La Cámara – Soporte Por Comando De Voz – A Través De La Función Hindsight Es Posible Capturar Hasta 30 Segundos De Fotos Y Videos Antes De Comenzar A Filmar – Con Liveburst Para Capturar 1,5 Segundos Antes De Capturar Imágenes
Caracteristicas: Estabilización De Video Avanzada Hypersmooth 3.0 – Compatible Con El Accesorio De Lente Max Que Permite El Uso De Max Hypersmooth Y Max Superview – Transmisión En Vivo En 1080P – Se Puede Usar En El Modo De Cámara Web";"Marca: Gopro
Modelo: Hero 9 Negro Spbl1 Chdhx-901-Lw
Color: Negro
Pantalla: Pantalla Táctil Lcd De 2,27 ""+ Lcd Frontal De 1,4"" Con Vista Previa En Vivo
Resolucion: 20Mp
Procesador De Imagen: Chip Gp1
Vídeo Calidad De Captura Máxima: 5K A 30 Fps – Cámara Lenta 1080P A 240 Fps
Formato De Compresión De Video: H.264 Avc Y H.265 Hevc
Conectividad Inalámbrica: Wi-Fi – Bluetooth
Actuación: Diseño Resistente Al Agua Hasta 10 Metros De Profundidad.
Memoria: Soporte Para Tarjeta Micro Sd
Funciones: Timewarp 3.0 Para Capturar Videos Con Lapso De Tiempo Y Protune Para Las Principales Opciones De Configuración De La Cámara – Soporte Por Comando De Voz – A Través De La Función Hindsight Es Posible Capturar Hasta 30 Segundos De Fotos Y Videos Antes De Comenzar A Filmar – Con Liveburst Para Capturar 1,5 Segundos Antes De Capturar Imágenes
Caracteristicas: Estabilización De Video Avanzada Hypersmooth 3.0 – Compatible Con El Accesorio De Lente Max Que Permite El Uso De Max Hypersmooth Y Max Superview – Transmisión En Vivo En 1080P – Se Puede Usar En El Modo De Cámara Web";23;23001;3610000;5054000

464192;Planchita Babyliss Pro 2073 ;"Marca: Babylisspro
Modelo: Nano Titanium Babnt2073Uz
Color: Azul
Potencia: 61 Watts
Temperatura: Máxima De Hasta 230 °C
Tecnología: Nano Titanium
Funciones: Alisa Y Crea Ondas
Características: Placas De 38 Mm Con Revestimiento De Titanio - Posee Sistema De Vapor
Led: Integrado, Indica El Estado De Funcionamiento
Voltaje: 220V ~ 50/60 Hz
Botón: Enciende/Apaga - Control De La Temperatura
Peso Bruto (G): 625
Dimensiones De Embalaje (Cm): 33.3 X 5.6 X 17.6";"Marca: Babylisspro
Modelo: Nano Titanium Babnt2073Uz
Color: Azul
Potencia: 61 Watts
Temperatura: Máxima De Hasta 230 °C
Tecnología: Nano Titanium
Funciones: Alisa Y Crea Ondas
Características: Placas De 38 Mm Con Revestimiento De Titanio - Posee Sistema De Vapor
Led: Integrado, Indica El Estado De Funcionamiento
Voltaje: 220V ~ 50/60 Hz
Botón: Enciende/Apaga - Control De La Temperatura
Peso Bruto (G): 625
Dimensiones De Embalaje (Cm): 33.3 X 5.6 X 17.6";28;28004;536000;750000

1154870;Planchita Babyliss Pro 2091 ;"Marca: Babylisspro
Modelo: Nano Titanio Bntrg2091Tuz
Color: Oro Rosa
Potencia: 52 Vatios
La Temperatura: Máxima Subasta 230 ° C
Tecnología: Ion – Nano Titanio
Funciones: Alisa Y Crea Olas
Caracteristicas: Placas De 32 Mm Con Revestimiento De Titanio – Caja Ryton Resistente Al Calor Posee
Mostrar: Lcd Con Retroiluminación Led, Configuración De Temperatura De La Pantalla
Voltaje: 220 V ~ 50 Hz
Botón: Enciende / Erase – Control De Temperatura
Peso Bruto (G): 1241
Dimensiones De Embalaje (Cm): 35,7 X 7,7 X 20,9";"Marca: Babylisspro
Modelo: Nano Titanio Bntrg2091Tuz
Color: Oro Rosa
Potencia: 52 Vatios
La Temperatura: Máxima Subasta 230 ° C
Tecnología: Ion – Nano Titanio
Funciones: Alisa Y Crea Olas
Caracteristicas: Placas De 32 Mm Con Revestimiento De Titanio – Caja Ryton Resistente Al Calor Posee
Mostrar: Lcd Con Retroiluminación Led, Configuración De Temperatura De La Pantalla
Voltaje: 220 V ~ 50 Hz
Botón: Enciende / Erase – Control De Temperatura
Peso Bruto (G): 1241
Dimensiones De Embalaje (Cm): 35,7 X 7,7 X 20,9";28;28004;619000;866000

1011319;Planchita Britania Ceramic Arg;"Marca: Britania
Modelo: Ceramic Argan
Color: Rojo
Potencia: 30 Watts
Temperatura: 230 C
Tecnología: Tratamiento Argan
Funciones: Alisa Todos Los Tipos De Cabello
Características: Placas En Cerámica Tratadas Con Argan, Que Aporta Suavidad Y Sedosidad Natural A Los Pelos Durante El Proceso De Alisado - Dispone De Cierre De Seguridad Y Cable Giratorio 360º
Botón: Enciende/Apaga Y De Control De La Temperatura
Voltaje: 127 - 220 V ~ 60Hz
Peso Bruto (G): 312
Dimensiones De Embalaje (Cm): 33.7 X 5 X 8.2";"Marca: Britania
Modelo: Ceramic Argan
Color: Rojo
Potencia: 30 Watts
Temperatura: 230 C
Tecnología: Tratamiento Argan
Funciones: Alisa Todos Los Tipos De Cabello
Características: Placas En Cerámica Tratadas Con Argan, Que Aporta Suavidad Y Sedosidad Natural A Los Pelos Durante El Proceso De Alisado - Dispone De Cierre De Seguridad Y Cable Giratorio 360º
Botón: Enciende/Apaga Y De Control De La Temperatura
Voltaje: 127 - 220 V ~ 60Hz
Peso Bruto (G): 312
Dimensiones De Embalaje (Cm): 33.7 X 5 X 8.2";28;28004;112000;156000

1011302;Planchita Britania Ceramic Red;"
Marca: Britania
Modelo: Ceramic Red Bpr01
Color: Negro/Rojo
Potencia: 33 Watts
Temperatura: 220 C
Tecnología: Tourmaline Ion
Funciones: Alisa Cabellos Secos O Húmedos
Características: Placas En Cerámica, Con Salida De Vapor En La Superior - Cuenta Con Cierre De Seguridad Y Cable Giratorio 360º
Voltaje: 127 - 220 V ~ 60Hz
Peso Bruto (G): 334
Dimensiones De Embalaje (Cm): 30.4 X 4.6 X 8.6";"
Marca: Britania
Modelo: Ceramic Red Bpr01
Color: Negro/Rojo
Potencia: 33 Watts
Temperatura: 220 C
Tecnología: Tourmaline Ion
Funciones: Alisa Cabellos Secos O Húmedos
Características: Placas En Cerámica, Con Salida De Vapor En La Superior - Cuenta Con Cierre De Seguridad Y Cable Giratorio 360º
Voltaje: 127 - 220 V ~ 60Hz
Peso Bruto (G): 334
Dimensiones De Embalaje (Cm): 30.4 X 4.6 X 8.6";28;28004;124000;174000

1011357;Planchita Britania Titanium;"Marca: Britania
Modelo: Titanium Rose Gold
Color: Rosa Gold/Negro
Potencia: 35 Watts
Temperatura: Maxima: 220C
Tecnología: Revestimiento Titanium Con Liberacion De Nano Iones
Funciones: Alisa Y Crea Ondas En El Cabello
Características: Placas En Cerámica - Cuenta Con Cierre De Seguridad Y Cable Giratorio 360º
Botón: Enciende/Apaga Y De Control De La Temperatura
Voltaje: 127 - 220 V ~ 60Hz
Peso Bruto (G): 352
Dimensiones De Embalaje (Cm): 34 X 5 X 8.6";"Marca: Britania
Modelo: Titanium Rose Gold
Color: Rosa Gold/Negro
Potencia: 35 Watts
Temperatura: Maxima: 220C
Tecnología: Revestimiento Titanium Con Liberacion De Nano Iones
Funciones: Alisa Y Crea Ondas En El Cabello
Características: Placas En Cerámica - Cuenta Con Cierre De Seguridad Y Cable Giratorio 360º
Botón: Enciende/Apaga Y De Control De La Temperatura
Voltaje: 127 - 220 V ~ 60Hz
Peso Bruto (G): 352
Dimensiones De Embalaje (Cm): 34 X 5 X 8.6";28;28004;165000;231000

150569;Planchita Gama 110 Hp Plus ;"Marca: Gama
Modelo: 110 Hp
Color: Negro
Potencia: 90 Watts
Tecnologia: Thermal Plus - Ceramic Technology
Voltaje: 100 - 240 V ~ 50/60 Hz
Caracteristicas: Con Peine Integrado
Boton: Enciende/Apaga
Peso Bruto  G  : 761
Dimensiones De Embalaje  Cm  : 34  5 X 7  3 X 9  4";"Marca: Gama
Modelo: 110 Hp
Color: Negro
Potencia: 90 Watts
Tecnologia: Thermal Plus - Ceramic Technology
Voltaje: 100 - 240 V ~ 50/60 Hz
Caracteristicas: Con Peine Integrado
Boton: Enciende/Apaga
Peso Bruto  G  : 761
Dimensiones De Embalaje  Cm  : 34  5 X 7  3 X 9  4";28;28004;248000;347000

723312;Planchita Gama Argan Starlight;"
Frecuencia: 50-60 Hz
Marca: Gama
Modelo: Starlight Iht Argan
Color: Blanco/Dorado
Potencia: 45 Watts
Temperatura: Máxima De 230 °C Y Mínima De 160 °C
Tecnología: Iht - Ion Plus
Funciones: Alisa Y Crea Ondas En El Cabello
Características: Posee Sistema De Placas Flotantes - Cable Giratorio 360° - Cuenta Con Anillo Para Colgar Integrado Al Cable
Display: Lcd, Exhibe Los Ajustes De Temperatura
Voltaje: 110 - 240 V ~ 50/60 Hz
Botón: Enciende/Apaga Y De Control De La Temperatura
Longitud Del Cable: 2.7 Metros
Peso Bruto (G): 845
Dimensiones De Embalaje (Cm): 34.6 X 7.4 X 12.4";"
Frecuencia: 50-60 Hz
Marca: Gama
Modelo: Starlight Iht Argan
Color: Blanco/Dorado
Potencia: 45 Watts
Temperatura: Máxima De 230 °C Y Mínima De 160 °C
Tecnología: Iht - Ion Plus
Funciones: Alisa Y Crea Ondas En El Cabello
Características: Posee Sistema De Placas Flotantes - Cable Giratorio 360° - Cuenta Con Anillo Para Colgar Integrado Al Cable
Display: Lcd, Exhibe Los Ajustes De Temperatura
Voltaje: 110 - 240 V ~ 50/60 Hz
Botón: Enciende/Apaga Y De Control De La Temperatura
Longitud Del Cable: 2.7 Metros
Peso Bruto (G): 845
Dimensiones De Embalaje (Cm): 34.6 X 7.4 X 12.4";28;28004;627000;877000

665551;Planchita Gama Cp1 Nova Tourm;"Marca: Gama
Modelo: Cp1 Nova Digital Tourmaline Ion Plus
Color: Negro
Potencia: 36 Watts
Temperatura: Maxima De 230 ?C
Tecnología: Tourmaline - Ion Plus - Nano Silver - Iht
Características: Cable Giratorio De 360° Y Anillo Para Colgar En Soportes - Posee Punta Cool Tip Con Aislamiento Térmico - Sistema De Placas Flotantes
Display: Lcd, Exhibe Los Ajustes De Temperatura
Botón: Enciende/Apaga - Ajuste De Temperatura
Longitud Del Cable: 2.5 Metros
Voltaje: Bivolt
Peso Bruto (G): 869
Dimensiones De Embalaje (Cm): 34.7 X 7.6 X 12.5";"Marca: Gama
Modelo: Cp1 Nova Digital Tourmaline Ion Plus
Color: Negro
Potencia: 36 Watts
Temperatura: Maxima De 230 ?C
Tecnología: Tourmaline - Ion Plus - Nano Silver - Iht
Características: Cable Giratorio De 360° Y Anillo Para Colgar En Soportes - Posee Punta Cool Tip Con Aislamiento Térmico - Sistema De Placas Flotantes
Display: Lcd, Exhibe Los Ajustes De Temperatura
Botón: Enciende/Apaga - Ajuste De Temperatura
Longitud Del Cable: 2.5 Metros
Voltaje: Bivolt
Peso Bruto (G): 869
Dimensiones De Embalaje (Cm): 34.7 X 7.6 X 12.5";28;28004;404000;566000

1051278;Planchita Gama Cp1 Nova Wl 5D;"Modelo: Cp1 Nova Wl Dig 5D Sensi
Incluye: Bolsa De Almacenamiento - Manual
Botón: Encendido/Apagado Y De Control De Temperatura
Dimensiones De Embalaje (Cm): 42.4 X 5.5 X 13.1
Peso Bruto (G): 820
Tecnología: Tourmaline Ion - Nano Silver
Características: Placas De 30 Mm - Cable Giratorio De 360? - Cuenta Con Anillo Para Colgar Integrado Al Cable
