Codigo Proveedor ;Nombre ;Detalle ;Detalle ;Familia;Clase ;Costo ;Precio Lista
Audio: Compatible Con Pcm Linear De 5.1 Canales
Resolución De La Pantalla: Hd 1280 X 720P
Alto Parlante: Estereo Integrados
Interfaz: Aparato: Usb-C - Mini Jack 3.5Mm / Dock: 2 Usb - Usb 3.0 - Usb-C - Hdmi
Batería: 4.310 Mah
Duração Da Bateria: Hasta 9 Horas
Tiempo De Recarga: Requiere Aproximadamente 3 Horas
Fuente De Alimentación: Bivolt
Peso Bruto (G): 1490
Dimensiones De Embalaje (Cm): 34.8 X 9.4 X 19.9";23;23004;2720000;3808000

1043945;Nintendo Switch Lite ;"Marca: Nintendo
Modelo: Switch Lite Hdh-001
Pantalla: Lcd De 5.5"", Touch Screen
Procesador Cpu: Nvidia Custom Tegra
Memoria Interna: Total De 32Gb
Memoria Externa: Soporta Tarjeta Micro Sd De Hasta 2Tb
Conectividad Wireless: Wi-Fi Ieee 802.11 A/B/G/N/Ac - Bluetooth 4.1 - Nfc
Sensor: Acelerometro - Giroscopio
Botón: Left Stick - Right Stick - A/B/X/Y/L/R/Zl/Zr/ - Botón De Control - Enciende/Apaga - Botón Power - Volumen - Home - Botón De Captura - +/-
Interfaz: Slot Para Micro Sdhc/Sdxc - Slot Para Game Card - Mini Jack 3.5 Mm
Batería: 3.570 Mah De Iones De Litio
Duracion De Bateria: Entre 3 A 7 Horas - Varía Según El Juego
Tiempo De Recarga: Requiere Aproximadamente 3 Horas
Alimentación: A Través Del Puerto Micro Usb-C
Voltaje: 100 - 240 ~ 50/60 Hz
Peso Bruto (G): 594
Dimensiones De Embalaje (Cm): 22.4 X 8.4 X 11.2";"Marca: Nintendo
Modelo: Switch Lite Hdh-001
Pantalla: Lcd De 5.5"", Touch Screen
Procesador Cpu: Nvidia Custom Tegra
Memoria Interna: Total De 32Gb
Memoria Externa: Soporta Tarjeta Micro Sd De Hasta 2Tb
Conectividad Wireless: Wi-Fi Ieee 802.11 A/B/G/N/Ac - Bluetooth 4.1 - Nfc
Sensor: Acelerometro - Giroscopio
Botón: Left Stick - Right Stick - A/B/X/Y/L/R/Zl/Zr/ - Botón De Control - Enciende/Apaga - Botón Power - Volumen - Home - Botón De Captura - +/-
Interfaz: Slot Para Micro Sdhc/Sdxc - Slot Para Game Card - Mini Jack 3.5 Mm
Batería: 3.570 Mah De Iones De Litio
Duracion De Bateria: Entre 3 A 7 Horas - Varía Según El Juego
Tiempo De Recarga: Requiere Aproximadamente 3 Horas
Alimentación: A Través Del Puerto Micro Usb-C
Voltaje: 100 - 240 ~ 50/60 Hz
Peso Bruto (G): 594
Dimensiones De Embalaje (Cm): 22.4 X 8.4 X 11.2";23;23004;1673000;2343000

656153;Volante Logitech Driving Force;"Marca: Logitech
Modelo: Driving Force G29 941000110
Color: Negro
Compatibilidad: Playstation 3 Y 4
Características: Controles Para Juegos Integrados En La Estructura Del Volante - Cuenta Con Abrazaderas De Montaje Y Puntos De Fijación Para Mayor Comodidad Durante El Juego
Material: Estructura En Cuero, Aluminio Y Acero
Voltaje: 100-240 V  50/60 Hz
Peso Bruto (G): 7816
Dimensiones De Embalaje (Cm): 44.8 X 31.4 X 33";"Marca: Logitech
Modelo: Driving Force G29 941000110
Color: Negro
Compatibilidad: Playstation 3 Y 4
Características: Controles Para Juegos Integrados En La Estructura Del Volante - Cuenta Con Abrazaderas De Montaje Y Puntos De Fijación Para Mayor Comodidad Durante El Juego
Material: Estructura En Cuero, Aluminio Y Acero
Voltaje: 100-240 V  50/60 Hz
Peso Bruto (G): 7816
Dimensiones De Embalaje (Cm): 44.8 X 31.4 X 33";23;23004;1995000;2793000

580007;Calculadora Casio Fc-200V;"Pantalla De 4 Líneas
Matriz De Puntos 31 * 96
Dígitos De Mantisa Y Exponente: 10 + 2
Teclas De Plástico
Alimentación: Pila Aaa Y Panel Solar
Nueva Tapa Deslizable
Dimensiones (Alt. X Anch. X Prof.): 12,2 X 80 X 161 Mm
Peso: 103 G
Código Ean: 49-71850-167006 (Junio: 172130) Blíster (Fc-200V-S-Eh)
Caja (Lar. X Anch. X Alt.): 245,0 X 155,0 X 43,1 Mm
Peso Total: 363,7 G
Idiomas: Inglés, Español, Francés
";"Pantalla De 4 Líneas
Matriz De Puntos 31 * 96
Dígitos De Mantisa Y Exponente: 10 + 2
Teclas De Plástico
Alimentación: Pila Aaa Y Panel Solar
Nueva Tapa Deslizable
Dimensiones (Alt. X Anch. X Prof.): 12,2 X 80 X 161 Mm
Peso: 103 G
Código Ean: 49-71850-167006 (Junio: 172130) Blíster (Fc-200V-S-Eh)
Caja (Lar. X Anch. X Alt.): 245,0 X 155,0 X 43,1 Mm
Peso Total: 363,7 G
Idiomas: Inglés, Español, Francés
";23;23008;380000;531000

734899;Calculadora Hp Prime Graphi;"Calculadora Hp Prime Graphi 2Ap18Aa 
Diseño De Metal Pulido
Pantalla Táctil A Color De 3.5”
Gráficos Avanzados
Amplia Gama De Aplicaciones
Batería De Iones De Litio Recargable";"Calculadora Hp Prime Graphi 2Ap18Aa 
Diseño De Metal Pulido
Pantalla Táctil A Color De 3.5”
Gráficos Avanzados
Amplia Gama De Aplicaciones
Batería De Iones De Litio Recargable";23;23008;1088000;1523000

1060218;Calculadora Hp-17Bii+ Financ ;"Modelo: 17Bll+
Display: Lcd De 2 Lineas Con 22 Caracteres
Dimensiones De Embalaje (Cm): 18 X 4.1 X 23.7
Peso Bruto (G): 367
Características: Analisis De Flujo De Caja: Irr, Npv, Nfv - Conversion De Monedas - Analisis De Inversion - Metodos De Depreciacion: Sl, Db, Soyd Y Acrs - Calculo De Porcentaje - Operacion Aritmetica Con Fechas
Memoria: 28Kb
Funciones: Cuenta Con Mas De 250 Funciones: Matematica General, Estadistica, Depreciacion, Amortizacion
Color: Plata
Marca: Hp";"Modelo: 17Bll+
Display: Lcd De 2 Lineas Con 22 Caracteres
Dimensiones De Embalaje (Cm): 18 X 4.1 X 23.7
Peso Bruto (G): 367
Características: Analisis De Flujo De Caja: Irr, Npv, Nfv - Conversion De Monedas - Analisis De Inversion - Metodos De Depreciacion: Sl, Db, Soyd Y Acrs - Calculo De Porcentaje - Operacion Aritmetica Con Fechas
Memoria: 28Kb
Funciones: Cuenta Con Mas De 250 Funciones: Matematica General, Estadistica, Depreciacion, Amortizacion
Color: Plata
Marca: Hp";23;23008;717000;1004000

30939;Calculadora Sharp El-1750V;"Marca: Sharp
Modelo: El-1750V
Color: Blanco
Display: Lcd Para Hasta 12 Digitos
Caracteristicas: Soporte De Metal Para Papel - Calculo De Costos  Ventas  Margen Y Media - Funcion De Gran Total Con Selector
Bateria: Requiere 4 Pilas Aa
Velocidad De Impresion: 2  0 Lineas Por Segundo
Tipo De Papel Soportado: 80 Mm
Impresion: 2 Colores
Teclas: Cambio - Dos Ceros - Calculo Total Y Total General
Memoria: 4 Teclas De Memoria Independientes
Peso Bruto  G  : 672
Dimensiones De Embalaje  Cm  : 16  8 X 7  7 X 31  7";"Marca: Sharp
Modelo: El-1750V
Color: Blanco
Display: Lcd Para Hasta 12 Digitos
Caracteristicas: Soporte De Metal Para Papel - Calculo De Costos  Ventas  Margen Y Media - Funcion De Gran Total Con Selector
Bateria: Requiere 4 Pilas Aa
Velocidad De Impresion: 2  0 Lineas Por Segundo
Tipo De Papel Soportado: 80 Mm
Impresion: 2 Colores
Teclas: Cambio - Dos Ceros - Calculo Total Y Total General
Memoria: 4 Teclas De Memoria Independientes
Peso Bruto  G  : 672
Dimensiones De Embalaje  Cm  : 16  8 X 7  7 X 31  7";23;23008;347000;485000

1064469;Autorradio Dvd Pioneer G225Bt;"Autorradio Dvd Pioneer Dmh-G225Bt 
Pantalla Táctil De 6.2”
Conectividad Bluetooth
Memoria De Emparejamiento (Hasta 3 Dispositivos)
Ecualizador Grafico De 7 Bandas
Mosfet 50 W X 4 Y 2 Pre Salidas Rca (2 V)";"Autorradio Dvd Pioneer Dmh-G225Bt 
Pantalla Táctil De 6.2”
Conectividad Bluetooth
Memoria De Emparejamiento (Hasta 3 Dispositivos)
Ecualizador Grafico De 7 Bandas
Mosfet 50 W X 4 Y 2 Pre Salidas Rca (2 V)";21;21003;1278000;1789000

748841;Autorradio  Buster Bb-6514Lc ;"Marca: B.Buster
Modelo: Bb-6514Lc
Color: Negro
Potencia Nominal: 4 De 45 Watts Rms
Radio: Pll Integrado Con Banda Fm - 18 Estaciones Preconfiguradas
Display: Lcd Retroiluminado Por Led
Ecualizador: Integrado Con Bass, Treble, Fade Y Balance
Impedancia: 4 Ohms
Características: Reloj Digital Integrado - Panel Frontal Fijo - Controles De Reproducción Y Volumen Integrados
Interfaz: Lector De Tarjeta Sd/Mmc - Auxiliar Mini Jack 3.5 Mm - Usb - 4 Rca
Reproduce: Mp3 Y Wma
Peso Bruto (G): 600
Dimensiones De Embalaje (Cm): 21.5 X 8 X 19";"Marca: B.Buster
Modelo: Bb-6514Lc
Color: Negro
Potencia Nominal: 4 De 45 Watts Rms
Radio: Pll Integrado Con Banda Fm - 18 Estaciones Preconfiguradas
Display: Lcd Retroiluminado Por Led
Ecualizador: Integrado Con Bass, Treble, Fade Y Balance
Impedancia: 4 Ohms
Características: Reloj Digital Integrado - Panel Frontal Fijo - Controles De Reproducción Y Volumen Integrados
Interfaz: Lector De Tarjeta Sd/Mmc - Auxiliar Mini Jack 3.5 Mm - Usb - 4 Rca
Reproduce: Mp3 Y Wma
Peso Bruto (G): 600
Dimensiones De Embalaje (Cm): 21.5 X 8 X 19";21;21003;104000;145000

1155075;Autorradio  Megastar Cdx384Bt ;"Marca: Megastar
Modelo: Cdx384Bt
Color: Negro
Potencia: 4 De 65 Watts
Radio: Fm: 87.5 - 108.0 Mhz
Display: Lcd Retroiluminado Por Led
Ecualizador: Integrado
Sensibilidad: 10 Db
Impedancia: 4 ~ 8 Ohms
Señal/Ruido: 60 Db
Monitor De Frecuencia: 30Hz - 15Khz
Conectividad Wireless: Bluetooth
Características: Habilitado Para Atender Llamadas En Modo Manos Libres - Permite Recargar Dispositivos Móviles A Través Del Puerto Usb, Integrado - Controles De Volumen, Reproducciones Y De Llamadas Integrados En La Estrutura - Función De Reloj Digital En El Display
Interfaz: 2 Usb - Auxiliar Mini Jack 3.5 Mm - Rca (L/R) - Lector De Tarjeta Micro Sd - Entrada Para Antena De Radio
Reproduce: Mp3
Peso Bruto (G): 533
Dimensiones De Embalaje (Cm): 21 X 7.5 X 20";"Marca: Megastar
Modelo: Cdx384Bt
Color: Negro
Potencia: 4 De 65 Watts
Radio: Fm: 87.5 - 108.0 Mhz
Display: Lcd Retroiluminado Por Led
Ecualizador: Integrado
Sensibilidad: 10 Db
Impedancia: 4 ~ 8 Ohms
Señal/Ruido: 60 Db
Monitor De Frecuencia: 30Hz - 15Khz
Conectividad Wireless: Bluetooth
Características: Habilitado Para Atender Llamadas En Modo Manos Libres - Permite Recargar Dispositivos Móviles A Través Del Puerto Usb, Integrado - Controles De Volumen, Reproducciones Y De Llamadas Integrados En La Estrutura - Función De Reloj Digital En El Display
Interfaz: 2 Usb - Auxiliar Mini Jack 3.5 Mm - Rca (L/R) - Lector De Tarjeta Micro Sd - Entrada Para Antena De Radio
Reproduce: Mp3
Peso Bruto (G): 533
Dimensiones De Embalaje (Cm): 21 X 7.5 X 20";21;21003;116000;162000

628020;"Autorradio  Roadstar 2040 3"" ";"Marca: Roadstar
Modelo: Rs-2040Mp5
Color: Negro
Potencia Nominal: 4 De 45 Watts Rms
Radio: Fm
Pantalla: Lcd Tft De 3.0""
Ecualizador: Integrado Con Bass, Treble, Balance, Fader, Pop, Rock Y Classic
Impedancia: 4 ~ 8 Ohms
Respuesta De Frecuencia: 20Hz - 20Khz
Características: Soporta Cámara De Retroceso E Integra Controles De Reproducción Y Volumen
Interfaz: Usb - Auxiliar Mini Jack 3.5 Mm - Rca - Lector De Tarjeta Sd - Entrada Para Cámara De Retroceso
Reproduce: Mp3, Wma, Vcd, Dvd, Mpeg4, Rmvb, Jpg, Gif Y Bmp
Peso Bruto (G): 755
Dimensiones De Embalaje (Cm): 21.5 X 7.8 X 18.9";"Marca: Roadstar
Modelo: Rs-2040Mp5
Color: Negro
Potencia Nominal: 4 De 45 Watts Rms
Radio: Fm
Pantalla: Lcd Tft De 3.0""
Ecualizador: Integrado Con Bass, Treble, Balance, Fader, Pop, Rock Y Classic
Impedancia: 4 ~ 8 Ohms
Respuesta De Frecuencia: 20Hz - 20Khz
Características: Soporta Cámara De Retroceso E Integra Controles De Reproducción Y Volumen
Interfaz: Usb - Auxiliar Mini Jack 3.5 Mm - Rca - Lector De Tarjeta Sd - Entrada Para Cámara De Retroceso
Reproduce: Mp3, Wma, Vcd, Dvd, Mpeg4, Rmvb, Jpg, Gif Y Bmp
Peso Bruto (G): 755
Dimensiones De Embalaje (Cm): 21.5 X 7.8 X 18.9";21;21003;293000;410000

655286;Autorradio Roadstar 2711Af ;"Marca: Roadstar
Modelo: Rs-2711Af
Color: Negro
Potencia: 600 Watts
Potencia Nominal: 4 De 25 Watts Rms
Radio: Fm Con 18 Estaciones Pre-Configuradas
Display: Lcd Retroiluminado Por Led
Impedancia: 4 ~ 8 Ohms
Respuesta De Frecuencia: 100Hz - 10Khz
Características: Controles De Reproducciones Y Volumen Integrados En La Estructura
Interfaz: Usb - Auxiliar Mini Jack 3.5 Mm - Rca (L/R) - Lector De Tarjeta Sd
Alto Parlante: Integrados
Reproduce: Mp3 Y Wma
Peso Bruto (G): 675
Dimensiones De Embalaje (Cm): 21.5 X 7.7 X 16.2";"Marca: Roadstar
Modelo: Rs-2711Af
Color: Negro
Potencia: 600 Watts
Potencia Nominal: 4 De 25 Watts Rms
Radio: Fm Con 18 Estaciones Pre-Configuradas
Display: Lcd Retroiluminado Por Led
Impedancia: 4 ~ 8 Ohms
Respuesta De Frecuencia: 100Hz - 10Khz
Características: Controles De Reproducciones Y Volumen Integrados En La Estructura
Interfaz: Usb - Auxiliar Mini Jack 3.5 Mm - Rca (L/R) - Lector De Tarjeta Sd
Alto Parlante: Integrados
Reproduce: Mp3 Y Wma
Peso Bruto (G): 675
Dimensiones De Embalaje (Cm): 21.5 X 7.7 X 16.2";21;21003;116000;162000

748865;Autorradio Roadstar 2711Lc ;"Modelo: 2711Lc
Color: Negro
Ángulo De Inclinación: Fm Ppl Con 18 Estaciones De Memoria Predefinidas
Panel Lcd: Frontal Fijo
Potencia: 45W Rms X 4Ch.
Características: Pantalla Con Reloj Digital, Soporte Para Bass / Treble / Fade / Balance / Eq
Accesorios: Control Remoto
Mark: Roadstar
Interface: Ranura Usb / Sd / Mmc / Aux. En El Panel Frontal
Peso Bruto (G): 690
Dimensiones Del Embalaje (Cm): 21.5 X 19 X 8
Juegos: Mp3 / Wma
Display Lcd: Iluminación Led
Salida De Audio: Rca X 4";"Modelo: 2711Lc
Color: Negro
Ángulo De Inclinación: Fm Ppl Con 18 Estaciones De Memoria Predefinidas
Panel Lcd: Frontal Fijo
Potencia: 45W Rms X 4Ch.
Características: Pantalla Con Reloj Digital, Soporte Para Bass / Treble / Fade / Balance / Eq
Accesorios: Control Remoto
Mark: Roadstar
Interface: Ranura Usb / Sd / Mmc / Aux. En El Panel Frontal
Peso Bruto (G): 690
Dimensiones Del Embalaje (Cm): 21.5 X 19 X 8
Juegos: Mp3 / Wma
Display Lcd: Iluminación Led
Salida De Audio: Rca X 4";21;21003;99000;139000

1012088;Autorradio Roadstar 2909Mdd ;"Marca: Roadstar
Modelo: Rs-2909Mdd
Color: Negro
Potencia Nominal: 4 De 45 Watts Rms
Radio: Fm
Display: Lcd Retroiluminado Por Led
Impedancia: 4 ~ 8 Ohms
Ecualizador: Integrado Con Bass, Treble, Balance, Fader, Pop, Rock Y Classic
Conectividad Wireless: Bluetooth
Características: Reloj Digital - Controles De Reproduccion Y Ajustes De Volumen Integrados - Habilitado Para Llamadas En Modo Manos Libres - Funcion Id3
Interfaz: Usb - Auxiliar Mini Jack 3.5 Mm - Rca - Lector De Tarjeta Sd
Reproduce: Mp3 Y Wma
Peso Bruto (G): 1031
Dimensiones De Embalaje (Cm): 23.8 X 16 X 16";"Marca: Roadstar
Modelo: Rs-2909Mdd
Color: Negro
Potencia Nominal: 4 De 45 Watts Rms
Radio: Fm
Display: Lcd Retroiluminado Por Led
Impedancia: 4 ~ 8 Ohms
Ecualizador: Integrado Con Bass, Treble, Balance, Fader, Pop, Rock Y Classic
Conectividad Wireless: Bluetooth
Características: Reloj Digital - Controles De Reproduccion Y Ajustes De Volumen Integrados - Habilitado Para Llamadas En Modo Manos Libres - Funcion Id3
Interfaz: Usb - Auxiliar Mini Jack 3.5 Mm - Rca - Lector De Tarjeta Sd
Reproduce: Mp3 Y Wma
Peso Bruto (G): 1031
Dimensiones De Embalaje (Cm): 23.8 X 16 X 16";21;21003;194000;272000

1012095;Autorradio Roadstar Rs-500Mp5 ;"Marca: Roadstar
Modelo: Rs-500Mp5
Color: Negro
Pantalla: Touch Screen Tft De 7.0""
Potencia Nominal: 4 De 50 Watts Rms
Radio: Fm
Conectividad Wireless: Bluetooth
Características: Habilitado Para Llamadas En Modo Manos Libres - Permite Recargar Dispositivos Móviles A Través Del Puerto Usb, Integrado - Soporta Comandos A Partir Del Volante E Integra Controles De Reproducción, Llamadas Y Volumen - Cuenta Con Función Mirror, Compatible Con Dispositivos Android E Ios
Interfaz: Usb 2.0 - Auxiliar Mini Jack 3.5 Mm - 4 Rca (L/R) - Lector De Tarjeta Micro Sd - Entrada Para Antena De Radio
Reproduce: Rmvb, Rm, Flv, 3Gp, Mpeg, Dvix, Xvid, Dat, Vob, Avi,Mkv, Mp3, Wma, Wav, Ogg, Apg, Acc Y Flac
Peso Bruto (G): 1044
Dimensiones De Embalaje (Cm): 22 X 19.2 X 15.5";"Marca: Roadstar
Modelo: Rs-500Mp5
Color: Negro
Pantalla: Touch Screen Tft De 7.0""
Potencia Nominal: 4 De 50 Watts Rms
Radio: Fm
Conectividad Wireless: Bluetooth
Características: Habilitado Para Llamadas En Modo Manos Libres - Permite Recargar Dispositivos Móviles A Través Del Puerto Usb, Integrado - Soporta Comandos A Partir Del Volante E Integra Controles De Reproducción, Llamadas Y Volumen - Cuenta Con Función Mirror, Compatible Con Dispositivos Android E Ios
Interfaz: Usb 2.0 - Auxiliar Mini Jack 3.5 Mm - 4 Rca (L/R) - Lector De Tarjeta Micro Sd - Entrada Para Antena De Radio
Reproduce: Rmvb, Rm, Flv, 3Gp, Mpeg, Dvix, Xvid, Dat, Vob, Avi,Mkv, Mp3, Wma, Wav, Ogg, Apg, Acc Y Flac
Peso Bruto (G): 1044
Dimensiones De Embalaje (Cm): 22 X 19.2 X 15.5";21;21003;371000;520000

915519;Autorradio X-Tech Xt-Rd7388 Bt;"Interfaz: Lector De Tarjeta Micro Sd - Usb - Mini Jack 3.5Mm
Señal/Ruido: 50 Db
Respuesta De Frecuencia: 100Hz - 10Khz
Radio: Integrado Con Banda Fm
Incluye: Control Remoto - Cables De Instalacion - Manual
Características: Ajuste Electronico Pll - Reloj Integrado - 7 Colores De Iluminacion - Funcion Id3 Para Visualizacion De Etiquetas De Las Canciones - Busqueda Rapida
Impedancia: 4~8 Ohms
Memoria: Para Hasta 18 Estaciones De Radio
Ecualizador: Integrado Con 3 Bandas: Pop, Rock Classic, Jazz
Dimensiones De Embalaje (Cm): 18.7 X 14.9 X 22
Peso Bruto (G): 1033
Potencia: 4 De 60 Watts
Color: Negro
Marca: X-Tech
Modelo: Xt-Rd7388
Micrófono: Integrado";"Interfaz: Lector De Tarjeta Micro Sd - Usb - Mini Jack 3.5Mm
Señal/Ruido: 50 Db
Respuesta De Frecuencia: 100Hz - 10Khz
Radio: Integrado Con Banda Fm
Incluye: Control Remoto - Cables De Instalacion - Manual
Características: Ajuste Electronico Pll - Reloj Integrado - 7 Colores De Iluminacion - Funcion Id3 Para Visualizacion De Etiquetas De Las Canciones - Busqueda Rapida
Impedancia: 4~8 Ohms
Memoria: Para Hasta 18 Estaciones De Radio
Ecualizador: Integrado Con 3 Bandas: Pop, Rock Classic, Jazz
Dimensiones De Embalaje (Cm): 18.7 X 14.9 X 22
Peso Bruto (G): 1033
Potencia: 4 De 60 Watts
Color: Negro
Marca: X-Tech
Modelo: Xt-Rd7388
Micrófono: Integrado";21;21003;231000;323000

1092912;Autorradio Dvd Megastar Dvd698;"Modelo: Dvd-698
Color: Negro
Potencia: 4 De 65 Vatios
Características: Frente Desmontable – Función De Reloj – 1 Din
Marca: Megastar
Interfaz: Usb – Mini Jack 3.5 Mm – Ranura Para Tarjeta Sd / Mmc – Rca
Peso Bruto (G): 1810
Dimensiones De Embalaje (Cm): 27 X 9 X 21
Alimentación: Dc 12V
Incluye: Control Remoto – Cables De Conexión – Caja Del Panel Frontal – Manual
Juega: Dvd, Dvd-R, Dvd-Rw, Vob, Avi, Divx, Mpeg4, Vcd, Svcd, Mp3, Wma, Mwv, Mp3, Jpg, Cd-Rw Y Cd-R
Radio: Am Y Fm
Pantalla: Lcd, Retroiluminada Por Led";"Modelo: Dvd-698
Color: Negro
Potencia: 4 De 65 Vatios
Características: Frente Desmontable – Función De Reloj – 1 Din
Marca: Megastar
Interfaz: Usb – Mini Jack 3.5 Mm – Ranura Para Tarjeta Sd / Mmc – Rca
Peso Bruto (G): 1810
Dimensiones De Embalaje (Cm): 27 X 9 X 21
Alimentación: Dc 12V
Incluye: Control Remoto – Cables De Conexión – Caja Del Panel Frontal – Manual
Juega: Dvd, Dvd-R, Dvd-Rw, Vob, Avi, Divx, Mpeg4, Vcd, Svcd, Mp3, Wma, Mwv, Mp3, Jpg, Cd-Rw Y Cd-R
Radio: Am Y Fm
Pantalla: Lcd, Retroiluminada Por Led";21;21003;136000;191000

894531;Autorradio Dvd Philips Ced1500;"Modelo: Ced1500Bt
Color: Negro
Pantalla: Lcd Touch Screen De 6.2 ""
Conectividad: Wireless Bluetooth 2.0
Audio: Dolby Digital
Potencia: 4 De 50 Vatios / 4 De 21 Vatios Rms
Características: Max Sound Para Aumento De Potencia – Music Zone – Posee Procesador De Señal Digital – Soporta Cámara De Re – Carga Rápida Vía Usb – Rds Integrado
Micrófono: Integrado
Mark: Philips
Interface: Usb – Av
Distancia De Transmisión: Aproximadamente 8 Metros
Peso Bruto (G): 2575
Dimensiones Del Embalaje (Cm): 26.6 X 24.7 X 19
Incluye: Control Remoto
Resolución De La Pantalla: 800 X 480 Dots
Formato De Audio: Mp3, Wma
Formato De Vídeo: Avi, Dat, Flv, Mp4 / Mov
Radio: Fm / Am
Driver: Reproductor Dvd / Cd";"Modelo: Ced1500Bt
Color: Negro
Pantalla: Lcd Touch Screen De 6.2 ""
Conectividad: Wireless Bluetooth 2.0
Audio: Dolby Digital
Potencia: 4 De 50 Vatios / 4 De 21 Vatios Rms
Características: Max Sound Para Aumento De Potencia – Music Zone – Posee Procesador De Señal Digital – Soporta Cámara De Re – Carga Rápida Vía Usb – Rds Integrado
Micrófono: Integrado
Mark: Philips
Interface: Usb – Av
Distancia De Transmisión: Aproximadamente 8 Metros
Peso Bruto (G): 2575
Dimensiones Del Embalaje (Cm): 26.6 X 24.7 X 19
Incluye: Control Remoto
Resolución De La Pantalla: 800 X 480 Dots
Formato De Audio: Mp3, Wma
Formato De Vídeo: Avi, Dat, Flv, Mp4 / Mov
Radio: Fm / Am
Driver: Reproductor Dvd / Cd";21;21003;1113000;1558000

1155136;Autorradio Dvd Pioneer Avh310E;"Marca
Pioneer
Modelo
Avh-310Ex
Color
Negro
Pantalla
Wvga Touch Screen De 6.8"", Retroiluminada Por Led
Potencia
4 De 50 Watts
Conectividad Wireless: Bluetooth
Ectualizador: Integrado De 13 Bandas
Características: Habilitado Para Llamadas En Modo Manos Libres - Soporta Comandos Desde El Volante - Compatible Con Cámara De Marcha Atrás - Colores Seleccionables Para El Panel
Micrófono: Externo, Incluido
Audio: Dolby Audio
Reproduce: Divx, Avi, Mpeg-1, Mpeg-2, Mpeg-4, Mp3, Wma, Aac Y Wav
Interfaz: Usb (Trasero) - Rca - Entrada Auxiliar
Peso Bruto (G): 1779
Dimensiones De Embalaje (Cm): 27.9 X 16.3 X 24.2";"Marca
Pioneer
Modelo
Avh-310Ex
Color
Negro
Pantalla
Wvga Touch Screen De 6.8"", Retroiluminada Por Led
Potencia
4 De 50 Watts
Conectividad Wireless: Bluetooth
Ectualizador: Integrado De 13 Bandas
Características: Habilitado Para Llamadas En Modo Manos Libres - Soporta Comandos Desde El Volante - Compatible Con Cámara De Marcha Atrás - Colores Seleccionables Para El Panel
Micrófono: Externo, Incluido
Audio: Dolby Audio
Reproduce: Divx, Avi, Mpeg-1, Mpeg-2, Mpeg-4, Mp3, Wma, Aac Y Wav
Interfaz: Usb (Trasero) - Rca - Entrada Auxiliar
Peso Bruto (G): 1779
Dimensiones De Embalaje (Cm): 27.9 X 16.3 X 24.2";21;21003;1500000;2100000

1085730;Autorradio Dvd Pioneer Avhg225;"Autorradio Dvd Pioneer Avh-G225Bt 6.2""
Tecnología Inalámbrica: Bluetooth
Potencia De Máxima De Salida: Mosfet 50 W X 4
Ectualizado De: 7 Bandas
Control Directo Para: Dispositivos Android
Tamaño De Pantalla: 6.2""";"Autorradio Dvd Pioneer Avh-G225Bt 6.2""
Tecnología Inalámbrica: Bluetooth
Potencia De Máxima De Salida: Mosfet 50 W X 4
Ectualizado De: 7 Bandas
Control Directo Para: Dispositivos Android
Tamaño De Pantalla: 6.2""";21;21003;1360000;1904000

586696;Autorradio Dvd Pioneer Avhx575;"Autorradio Dvd Pioneer Avh-X5750Bt 
Características:
Usb
Pantalla Táctil 
Entrada De Cd
Bluetooth, Compatible Con Android,
Resistente Pantalla Táctil Transparente Wvga De 6,1"" Con Luz De Fondo Led";"Autorradio Dvd Pioneer Avh-X5750Bt 
Características:
Usb
Pantalla Táctil 
Entrada De Cd
Bluetooth, Compatible Con Android,
Resistente Pantalla Táctil Transparente Wvga De 6,1"" Con Luz De Fondo Led";21;21003;2102000;2943000

1086515;Parlante Aiwa Aw-1604 120W;"Marca: Aiwa
Modelo: Aw-1604
Color: Negro
Tamaño: 6.5""
Potencia: 120 Watts
Sensibilidad: 84 Db
Respuesta De Frecuencia: 65Hz - 20Khz
Características: Parlante De 4 Vías - Bobina De Voz De 25 Mm - Conjunto Magnético 10 Oz
Woofer: Cono De Inyección
Tweeter: Mylar De 35 Mm Y 2 Tweeter Piezoelétrico De 15 Mm
Peso Bruto (G): 1910
Dimensiones De Embalaje (Cm): 37.5 X 10.1 X 21.5";"Marca: Aiwa
Modelo: Aw-1604
Color: Negro
Tamaño: 6.5""
Potencia: 120 Watts
Sensibilidad: 84 Db
Respuesta De Frecuencia: 65Hz - 20Khz
Características: Parlante De 4 Vías - Bobina De Voz De 25 Mm - Conjunto Magnético 10 Oz
Woofer: Cono De Inyección
Tweeter: Mylar De 35 Mm Y 2 Tweeter Piezoelétrico De 15 Mm
Peso Bruto (G): 1910
Dimensiones De Embalaje (Cm): 37.5 X 10.1 X 21.5";21;21001;140000;195000

1086522;Parlante Aiwa Aw-6994 180W;"Marca: Aiwa
Modelo: Aw-6994
Color: Negro
Tamaño: 6X9""
Potencia Nominal: 180 Watts Rms
Sensibilidad: 85 Db 1W/1M
Respuesta De Frecuencia: 65Hz - 20Khz
Características: Parlante De 4 Vías - Bobina De Voz De 25 Mm - Conjunto Magnético 20 Oz
Woofer: Cono De Inyección
Tweeter: Mylar De 58 Mm Y 2 Tweeter Piezoelétrico De 20 Mm
Peso Bruto (G): 3533
Dimensiones De Embalaje (Cm): 35.9 X 13.9 X 29.5";"Marca: Aiwa
Modelo: Aw-6994
Color: Negro
Tamaño: 6X9""
